fid,id,Site,dbh_2025,height2025,Species,Comments,lat,lon,Source,Measured_height,Measured_DBH,species_clean
675,,LOYO-1,"100",20,Populus deltoides,,,,Unknown ,false,false,Populus deltoides
676,,LOYO-1,"40",15,Acer platanoides,,,,Unknown ,false,false,Acer platanoides
677,,LOYO-1,"20",15,Acer platanoides,,,,Unknown ,false,false,Acer platanoides
678,,LOYO-1,"5.5",4,Prunus virginiana,,,,Unknown ,false,true,Prunus virginiana
679,,LOYO-1,"4",4,Acer negundo,,,,Unknown ,false,true,Acer negundo
680,,LOYO-1,"3",3.5,Acer platanoides,,,,Unknown ,false,false,Acer platanoides
681,,LOYO-1,"2,2",5,Thuja occidentalis,,,,Unknown ,false,false,Thuja occidentalis
682,,LOYO-1,"2,1",4.5,Thuja occidentalis,,,,Unknown ,false,false,Thuja occidentalis
683,,LOYO-1,"1,1,1,1,1,1,1,1,1,2",2,Leave comment,Rhamnus cathartica,,,Unknown ,false,false,Other
684,,LOYO-1,"15,5,7,1,2,3",6.5,Acer negundo,,,,Unknown ,false,false,Acer negundo
685,,DOUG-1,"9.5",44,Catalpa speciosa,,,,Unknown ,true,true,
686,,DOUG-1,"6,5,5,5",7,Acer saccharum,,,,Unknown ,false,false,
687,,DOUG-1,"6",5.5,Salix alba,,,,Soverdi,false,true,
688,,DOUG-1,"4",4.5,Quercus bicolor,,,,Soverdi,false,true,
689,,DOUG-1,"7",5.5,Acer freemanii,,,,Unknown ,false,true,
690,,DOUG-1,"7",6.5,Acer freemanii,,,,Unknown ,false,true,
691,,DOUG-1,"4",3.2,Gymnocladus dioicus,,,,Soverdi ,false,true,
692,,DOUG-1,"8",8,Populus deltoides,,,,Soverdi ,false,true,
693,,DOUG-1,"2",3,Leave comment,Betula pendula,,,Soverdi ,false,true,
694,,DOUG-1,"4",4,Betula populifolia,,,,Soverdi ,false,true,
695,,DOUG-1,"3",3.5,Leave comment,Standing dead,,,Soverdi ,false,true,
696,,DOUG-1,"4",5,Salix sp.,,,,Soverdi ,false,true,
697,,DOUG-1,"6",4.5,Gymnocladus dioicus,,,,Soverdi ,false,true,
698,,DOUG-1,"2",4,Leave comment,Betula pendula,,,Soverdi ,false,true,
699,,DOUG-1,"4",4.5,Salix sp.,,,,Soverdi ,false,true,
700,,DOUG-1,"2",3.5,Leave comment,,,,Soverdi ,false,true,
701,,DOUG-1,"2",3.2,Leave comment,Dead standing ,,,Soverdi ,false,true,
782,,DOUG-1,"4",5,Acer rubrum,,,,Soverdi ,false,false,
783,,DOUG-1,"4",4.8,Acer rubrum,,,,Soverdi ,false,false,
784,,DOUG-1,"4",4.8,Acer rubrum,,,,Soverdi ,false,false,
785,,DOUG-1,"3,1.5",5,Acer rubrum,,,,Soverdi ,false,false,
786,,DOUG-1,"4",4.5,Salix alba,,,,Soverdi ,false,false,
787,,DOUG-1,"4",5,Acer rubrum,,,,Soverdi ,false,false,
788,,DOUG-1,"3.5",5,Acer rubrum,,,,Soverdi ,false,false,
789,,DOUG-1,"4",3.5,Salix alba,,,,Soverdi ,false,false,
790,,DOUG-1,"3",4.5,Acer rubrum,,,,Soverdi ,false,false,
791,,DOUG-1,"3",4.5,Salix alba,,,,Soverdi ,false,false,
792,,DOUG-1,"3",5,Acer rubrum,,,,Soverdi ,false,false,
793,,DOUG-1,"4",4,Acer rubrum,,,,Soverdi ,false,false,
794,,DOUG-1,"3",4,Acer rubrum,,,,Soverdi ,false,false,
795,,DOUG-1,"4",5.5,Salix alba,,,,Soverdi ,false,false,
796,,DOUG-1,"2",3.5,Betula nigra,,,,Soverdi ,false,false,
797,,DOUG-1,"3",4.5,Acer rubrum,,,,Soverdi ,false,false,
798,,DOUG-1,"2",3.5,Betula nigra,,,,Soverdi ,false,false,
799,,DOUG-1,"4",5.5,Salix matsudana,,,,Soverdi ,false,false,
800,,DOUG-1,"4",4.5,Salix alba,,,,Soverdi ,false,true,
801,,DOUG-1,"3",4.5,Acer rubrum,,,,Soverdi ,false,false,
802,,DOUG-1,"4",5,Acer rubrum,,,,Soverdi ,false,false,
803,,DOUG-1,"3",4.5,Acer rubrum,,,,Soverdi ,false,false,
804,,DOUG-1,"3",4,Acer rubrum,,,,Soverdi ,false,false,
805,,DOUG-1,"2",4.5,Betula nigra,,,,Soverdi ,false,false,
806,,DOUG-1,"3",4.5,Acer rubrum,,,,Soverdi ,false,false,
807,,DOUG-1,"3",5,Acer rubrum,,,,Soverdi ,false,false,
808,,DOUG-1,"3",4,Acer rubrum,,,,Soverdi ,false,true,
809,,DOUG-1,"2",4.5,Betula nigra,,,,Soverdi ,false,false,
810,,DOUG-1,"3",4.5,Acer rubrum,,,,Soverdi ,false,false,
811,,DOUG-1,"3",5,Salix alba,,,,Soverdi ,false,false,
812,,DOUG-1,"2",2.5,Populus sp.,,,,Soverdi ,false,false,
813,,DOUG-1,"4",4.5,Salix alba,,,,Soverdi ,false,false,
814,,DOUG-1,"3",4.5,Salix alba,,,,Soverdi ,false,false,
815,,DOUG-1,"3",5,Populus sp.,,,,Soverdi ,false,false,
816,,DOUG-1,"5",4.5,Acer freemanii,,,,Soverdi ,false,false,
817,,DOUG-1,"2",3.5,Populus sp.,,,,Soverdi ,false,false,
818,,DOUG-1,"3",3.2,Salix alba,,,,Soverdi ,false,false,
819,,DOUG-1,"2",2.2,Populus sp.,,,,Soverdi ,false,false,
820,,DOUG-1,"2",4,Betula nigra,,,,Soverdi ,false,false,
821,,DOUG-1,"3.5",3,Juglans nigra,,,,Soverdi ,false,false,
822,,DOUG-1,"3",4.5,Salix alba,,,,Soverdi ,false,false,
823,,DOUG-1,"4",6,Acer freemanii,,,,Soverdi ,false,false,
824,,DOUG-1,"3",4,Salix alba,,,,Soverdi ,false,false,
825,,DOUG-1,"4",5,Salix alba,,,,Soverdi ,false,false,
826,,DOUG-1,"3.5",4,Juglans nigra,,,,Soverdi ,false,true,
827,,DOUG-1,"2",3.5,Leave comment,Betula pubescens,,,Soverdi ,false,false,
828,,DOUG-1,"3",4.5,Salix alba,,,,Soverdi ,false,false,
829,,DOUG-1,"2",3.75,Betula nigra,,,,Soverdi ,false,false,
830,,DOUG-1,"4",6.5,Acer freemanii,,,,Soverdi ,false,false,
831,,DOUG-1,"35,20",10,Populus deltoides,,,,Unknown ,false,false,
832,,DOUG-1,"15",10,Populus deltoides,,,,Unknown ,false,false,
833,,DOUG-1,"5",6,Ulmus americana,,,,Unknown ,false,false,
834,,DOUG-1,"15,20",6,Populus deltoides,,,,Unknown ,false,false,
835,,DOUG-1,"15",6,Populus deltoides,,,,Unknown ,false,false,
836,,DOUG-1,"20.8",6.8,Gymnocladus dioicus,,,,Unknown ,true,true,
837,,DOUG-1,"21.2",10,Gymnocladus dioicus,,,,Unknown ,true,true,
838,,DOUG-1,"18.8",10,Acer freemanii,,,,Unknown ,true,true,
839,,DOUG-1,"17.6",8,Acer freemanii,,,,Unknown ,true,true,
840,,DOUG-1,"17.7",8,Acer freemanii,,,,Unknown ,false,true,
841,,DOUG-1,"16.5",6.5,Celtis occidentalis,,,,Unknown ,true,true,
842,,DOUG-1,"19.4",6,Celtis occidentalis,,,,Unknown ,true,true,
843,,DOUG-1,"35,30",20,Populus deltoides,,,,Unknown ,false,false,
844,,DOUG-1,"30",20,Populus deltoides,,,,Unknown ,false,false,
845,,DOUG-1,"15",10,Populus deltoides,,,,Unknown ,false,false,
846,,DOUG-2,"42.4",14,Tilia cordata,,,,Unknown ,true,true,
847,,DOUG-2,"42",15,Tilia cordata,,,,Unknown ,true,true,
848,,DOUG-2,"42.6",15,Acer platanoides,,,,Unknown ,true,true,
849,,DOUG-2,"42.8",15,Acer platanoides,,,,Unknown ,false,true,
850,,DOUG-2,"47",15,Acer platanoides,,,,,false,true,
851,,DOUG-2,"39.6",15,Tilia cordata,,,,Unknown ,false,true,
852,,DOUG-2,"33.3",15,Tilia cordata,,,,Unknown ,false,true,
853,,DOUG-2,"28.7",8,Tilia cordata,,,,Unknown ,false,true,
854,,DOUG-2,"34.6",15,Catalpa speciosa,,,,Unknown ,false,true,
855,,DOUG-2,"42.4",13,Acer saccharinum,,,,Unknown ,false,true,
856,,DOUG-2,"43.9",15,Tilia cordata,,,,Unknown ,false,true,
857,,DOUG-2,"36.5",15,Tilia cordata,,,,Unknown ,false,true,
858,,DOUG-2,"34.8",13,Acer platanoides,,,,Unknown ,false,true,
859,,DOUG-2,"22",10,Acer platanoides,,,,Unknown ,false,false,
860,,DOUG-2,"64.2",15,Acer saccharinum,,,,Unknown ,false,true,
861,,DOUG-2,"28.3",15,Acer saccharinum,,,,Unknown ,false,true,
862,,DOUG-2,"38.5",17,Acer saccharinum,,,,Unknown ,false,true,
863,,DOUG-2,"51",17,Acer saccharinum,,,,Unknown ,false,false,
864,,DOUG-2,"44.6",17,Acer saccharinum,,,,Unknown ,false,true,
865,,DOUG-2,"45",17,Acer saccharinum,,,,Unknown ,false,true,
866,,DOUG-2,"36",15,Acer saccharinum,,,,Unknown ,false,true,
867,,DOUG-2,"62",17,Acer saccharinum,,,,Unknown ,false,true,
868,,DOUG-2,"13",4,Celtis occidentalis,,,,Unknown ,true,true,
869,,DOUG-2,"55.4",22.5,Acer saccharinum,,,,Unknown ,true,true,
870,,DOUG-2,"41.2",15,Acer saccharinum,,,,Unknown ,false,true,
871,,DOUG-2,"38",17,Acer saccharinum,,,,Unknown ,false,true,
872,,DOUG-2,"52.5",17,Acer saccharinum,,,,,true,true,
873,,DOUG-2,"42",17,Acer saccharinum,,,,Unknown ,false,true,
874,,DOUG-2,"7",7,Leave comment,Dead standing ,,,Unknown ,false,false,
875,,DOUG-2,"6",7,,,,,,false,true,
876,,DOUG-2,"3",3,,,,,,false,false,
877,,DOUG-2,"4",6,Rhus typhina,,,,,false,false,
878,,DOUG-2,"2",3,Ulmus americana,,,,,false,false,
879,,DOUG-2,"5",6,,,,,,false,false,
880,,DOUG-2,"8",6,,,,,,false,false,
881,,DOUG-2,"6",6,,,,,,false,false,
882,,DOUG-2,"8",6,,,,,,false,false,
883,,DOUG-2,"8",6,,,,,,false,false,
884,,DOUG-2,"4",3,Ulmus americana,,,,,false,false,
885,,DOUG-2,"3",3,Ulmus americana,,,,,false,false,
886,,DOUG-2,"3",3,Ulmus americana,,,,,false,false,
887,,DOUG-2,"3",3,Ulmus americana,,,,,false,false,
888,,DOUG-2,"2",2,Ulmus americana,,,,,false,false,
889,,DOUG-2,"3",4,Ulmus americana,,,,,false,false,
890,,DOUG-2,"5",7,Ulmus americana,,,,,false,false,
891,,DOUG-2,"3",3,Leave comment,Dead standing,,,,false,false,
892,,DOUG-2,"5",4,Leave comment,Dead standing,,,,false,false,
893,,DOUG-2,"5",4,Leave comment,Dead standing,,,,false,false,
894,,DOUG-2,"3,2,2",2.5,Leave comment,Rhamnus cathartica,,,,false,false,
895,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
896,,DOUG-2,"3",3,Leave comment,Rhamnus cathartica,,,,false,false,
897,,DOUG-2,"3,2",3,Leave comment,Rhamnus cathartica,,,,false,false,
898,,DOUG-2,"5",4,Leave comment,Rhamnus cathartica,,,,false,false,
899,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
900,,DOUG-2,"40",25,Populus deltoides,,,,,false,false,
901,,DOUG-2,"15",15,Populus deltoides,,,,,false,false,
902,,DOUG-2,"3",5,Ulmus americana,,,,,false,false,
903,,DOUG-2,"2",2,Ulmus americana,,,,,false,false,
904,,DOUG-2,"2",3,Ulmus americana,,,,,false,false,
905,,DOUG-2,"2",3,Ulmus americana,,,,,false,false,
906,,DOUG-2,"2",3,Ulmus americana,,,,,false,false,
907,,DOUG-2,"2",4,Ulmus americana,,,,,false,false,
908,,DOUG-2,"2",4,Ulmus americana,,,,,false,false,
909,,DOUG-2,"3",4,Rhus typhina,,,,,false,false,
910,,DOUG-2,"2",3,Ulmus americana,,,,,false,false,
911,,DOUG-2,"2",3,Ulmus americana,,,,,false,false,
912,,DOUG-2,"2",3,Ulmus americana,,,,,false,false,
913,,DOUG-2,"5",7,Leave comment,Dead standing,,,,false,false,
914,,DOUG-2,"6",7,Leave comment,Dead standing,,,,false,false,
915,,DOUG-2,"6",7,Leave comment,Dead standing,,,,false,false,
916,,DOUG-2,"5",7,Leave comment,Dead standing,,,,false,false,
917,,DOUG-2,"7",8,Ulmus americana,,,,,false,false,
918,,DOUG-2,"1",2,Ulmus americana,,,,,false,false,
919,,DOUG-2,"15,15",15,Acer saccharinum,,,,,false,false,
920,,DOUG-2,"7",10,Fraxinus pennsylvanica,,,,,false,false,
921,,DOUG-2,"3",3,Ulmus americana,,,,,false,false,
922,,DOUG-2,"3",4,Ulmus americana,,,,,false,false,
923,,DOUG-2,"4",4,Rhus typhina,,,,,false,false,
924,,DOUG-2,"2",2,Leave comment,Dead standing,,,,false,false,
925,,DOUG-2,"5",7,Acer saccharinum,,,,,false,false,
926,,DOUG-2,"5",5,Acer saccharinum,,,,,false,false,
927,,DOUG-2,"3",4,Alnus glutinosa,,,,,false,false,
928,,DOUG-2,"5",7,Fraxinus pennsylvanica,,,,,false,false,
929,,DOUG-2,"5",7,Ulmus americana,,,,,false,false,
930,,DOUG-2,"2",2.5,Leave comment,Dead standing,,,,false,false,
931,,DOUG-2,"4",7,Ulmus americana,,,,,false,false,
932,,DOUG-2,"4",7,Leave comment,Dead standing,,,,false,false,
933,,DOUG-2,"2",2,Leave comment,Dead standing,,,,false,false,
934,,DOUG-2,"3",3,Ulmus americana,,,,,false,false,
935,,DOUG-2,"8,4",6,Rhus typhina,,,,,false,false,
936,,DOUG-2,"10",7,Leave comment,Dead standing,,,,false,false,
937,,DOUG-2,"3",2,Leave comment,Dead standing,,,,false,false,
938,,DOUG-2,"15,2",10,Acer saccharinum,,,,,false,false,
939,,DOUG-2,"8",8,Acer saccharinum,,,,,false,false,
940,,DOUG-2,"4",6,Acer saccharinum,,,,,false,false,
941,,DOUG-2,"4",3,Fraxinus pennsylvanica,,,,,false,false,
942,,DOUG-2,"2",3,Acer negundo,,,,,false,false,
943,,DOUG-2,"2",2.5,Fraxinus pennsylvanica,,,,,false,false,
944,,DOUG-2,"4",3,Catalpa speciosa,,,,,false,false,
945,,DOUG-2,"5",7,Fraxinus pennsylvanica,,,,,false,false,
946,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
947,,DOUG-2,"6",7,Fraxinus pennsylvanica,,,,,false,false,
948,,DOUG-2,"4,4,3",4,Leave comment,Rhamnus cathartica,,,,false,false,
949,,DOUG-2,"5",5,Leave comment,Dead standing,,,,false,false,
950,,DOUG-2,"20,20",20,Populus deltoides,,,,,false,false,
951,,DOUG-2,"4",3,Leave comment,Rhamnus cathartica,,,,false,false,
952,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
953,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
954,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
955,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
956,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
957,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
958,,DOUG-2,"1",2,Ulmus americana,,,,,false,false,
959,,DOUG-2,"3",4,Acer saccharinum,,,,,false,false,
960,,DOUG-2,"2",3,Acer saccharinum,,,,,false,false,
961,,DOUG-2,"8",5,Leave comment,Dead standing,,,,false,false,
962,,DOUG-2,"3",2,Fraxinus pennsylvanica,,,,,false,false,
963,,DOUG-2,"1",2,Alnus glutinosa,,,,,false,false,
964,,DOUG-2,"15",10,Populus deltoides,,,,,false,false,
965,,DOUG-2,"2",2,Fraxinus pennsylvanica,,,,,false,false,
966,,DOUG-2,"3",4,Fraxinus pennsylvanica,,,,,false,false,
967,,DOUG-2,"8",6.5,Leave comment,Dead standing,,,,false,false,
968,,DOUG-2,"2",2,Fraxinus pennsylvanica,,,,,false,false,
969,,DOUG-2,"8",7,Acer negundo,,,,,false,false,
970,,DOUG-2,"2",2,Fraxinus pennsylvanica,,,,,false,false,
971,,DOUG-2,"2",2,Fraxinus pennsylvanica,,,,,false,false,
972,,DOUG-2,"10",3,Tilia cordata,,,,,false,false,
973,,DOUG-2,"4,3",4,Fraxinus pennsylvanica,,,,,false,false,
974,,DOUG-2,"10",6,Fraxinus pennsylvanica,,,,,false,false,
975,,DOUG-2,"4",4,Leave comment,Rhamnus cathartica,,,,false,false,
976,,DOUG-2,"3",2,Leave comment,Rhamnus cathartica,,,,false,false,
977,,DOUG-2,"3",2,Leave comment,Rhamnus cathartica,,,,false,false,
978,,DOUG-2,"3",2,Leave comment,Rhamnus cathartica,,,,false,false,
979,,DOUG-2,"10",5,Leave comment,Dead standing,,,,false,false,
980,,DOUG-2,"5",4,Fraxinus pennsylvanica,,,,,false,false,
981,,DOUG-2,"5",4,Fraxinus pennsylvanica,,,,,false,false,
982,,DOUG-2,"5",3,Leave comment,Dead standing,,,,false,false,
983,,DOUG-2,"7",3,Acer negundo,,,,,false,false,
984,,DOUG-2,"3",3,Fraxinus pennsylvanica,,,,,false,false,
985,,DOUG-2,"3",3,Fraxinus pennsylvanica,,,,,false,false,
986,,DOUG-2,"3",3,Ulmus americana,,,,,false,false,
987,,DOUG-2,"3",3,Acer negundo,,,,,false,false,
988,,DOUG-2,"3",3,Fraxinus pennsylvanica,,,,,false,false,
989,,DOUG-2,"2",2,Leave comment,Dead standing,,,,false,false,
990,,DOUG-2,"2",2,Acer saccharinum,,,,,false,false,
991,,DOUG-2,"2",2,Leave comment,Frangula alnus,,,,false,false,
992,,DOUG-2,"2",2,Leave comment,Dead standing,,,,false,false,
993,,DOUG-2,"2",2.5,Leave comment,Dead standing,,,,false,false,
994,,DOUG-2,"2",3,Fraxinus pennsylvanica,,,,,false,false,
995,,DOUG-2,"2",2,Fraxinus pennsylvanica,,,,,false,false,
996,,DOUG-2,"2",2,Fraxinus pennsylvanica,,,,,false,false,
997,,DOUG-2,"2",3,Fraxinus pennsylvanica,,,,,false,false,
998,,DOUG-2,"4",3.5,Fraxinus pennsylvanica,,,,,false,false,
999,,DOUG-2,"5",5,Leave comment,Dead standing,,,,false,false,
1000,,DOUG-2,"4",4,Acer platanoides,,,,,false,false,
1001,,DOUG-2,"5",6,Leave comment,Dead standing,,,,false,false,
1002,,DOUG-2,"20",15,Leave comment,Dead standing,,,,false,false,
1003,,DOUG-2,"15",15,Leave comment,Dead standing,,,,false,false,
1004,,DOUG-2,"20",15,Leave comment,Dead standing,,,,false,false,
1005,,DOUG-2,"5",4,Leave comment,Rhamnus cathartica,,,,false,false,
1006,,DOUG-2,"5",4,Leave comment,Rhamnus cathartica,,,,false,false,
1007,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
1008,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
1009,,DOUG-2,"5",5,Leave comment,Dead standing,,,,false,false,
1010,,DOUG-2,"10,10,10,10",10,Acer saccharinum,,,,,false,false,
1011,,DOUG-2,"4",4,Leave comment,Dead standing,,,,false,false,
1012,,DOUG-2,"15",8,Leave comment,Dead standing,,,,false,false,
1013,,DOUG-2,"5",10,Fraxinus pennsylvanica,,,,,false,false,
1014,,DOUG-2,"20",8,Leave comment,Rhamnus cathartica,,,,false,false,
1015,,DOUG-2,"1",2,Rhus typhina,,,,,false,false,
1016,,DOUG-2,"10",8,Acer saccharinum,,,,,false,false,
1017,,DOUG-2,"10",10,Leave comment,Dead standing,,,,false,false,
1018,,DOUG-2,"3",2.5,Fraxinus pennsylvanica,,,,,false,false,
1019,,DOUG-2,"16",10,Acer saccharinum,,,,,false,false,
1020,,DOUG-2,"5",7,Ulmus americana,,,,,false,false,
1021,,DOUG-2,"5",7,Acer saccharinum,,,,,false,false,
1022,,DOUG-2,"15",15,Acer saccharinum,,,,,false,false,
1023,,DOUG-2,"15,10,20,15",15,Acer saccharinum,,,,,false,false,
1024,,DOUG-2,"4",3,Acer negundo,,,,,false,false,
1025,,DOUG-2,"5",6,Fraxinus pennsylvanica,,,,,false,false,
1026,,DOUG-2,"2",3,Rhus typhina,,,,,false,false,
1027,,DOUG-2,"2",3,Rhus typhina,,,,,false,false,
1028,,DOUG-2,"2",2,Prunus virginiana,,,,,false,false,
1029,,DOUG-2,"7",5,Fraxinus pennsylvanica,,,,,false,false,
1030,,DOUG-2,"2",3,Rhus typhina,,,,,false,false,
1031,,DOUG-2,"5",4,Gleditsia triacanthos,,,,,false,false,
1032,,DOUG-2,"3,3,3",3,Leave comment,Rhamnus cathartica,,,,false,false,
1033,,DOUG-2,"3",3,Rhus typhina,,,,,false,false,
1034,,DOUG-2,"2",3,Leave comment,Rhamnus cathartica,,,,false,false,
1035,,DOUG-2,"2",3,Leave comment,Rhamnus cathartica,,,,false,false,
1036,,DOUG-2,"2",3,Leave comment,Rhamnus cathartica,,,,false,false,
1037,,DOUG-2,"10",5,Leave comment,Dead standing,,,,false,false,
1038,,DOUG-2,"5",5,Leave comment,Rhamnus cathartica,,,,false,false,
1039,,DOUG-2,"3",2,Leave comment,Rhamnus cathartica,,,,false,false,
1040,,DOUG-2,"2",2.5,Prunus virginiana,,,,,false,false,
1041,,DOUG-2,"2",3,Leave comment,Rhamnus cathartica,,,,false,false,
1042,,DOUG-2,"2",3,Leave comment,Rhamnus cathartica,,,,false,false,
1043,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1044,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1045,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1046,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1047,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1048,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1049,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1050,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1051,,DOUG-2,"1",2,Leave comment,Rhamnus cathartica,,,,false,false,
1052,,DOUG-2,"2",2,Leave comment,Dead standing,,,,false,false,
1053,,DOUG-2,"2",3,Leave comment,Rhamnus cathartica,,,,false,false,
1054,,DOUG-2,"15",6,Leave comment,Dead standing,,,,false,false,
1055,,DOUG-2,"15",6,Leave comment,Dead standing,,,,false,false,
1056,,DOUG-2,"6",4,Fraxinus pennsylvanica,,,,,false,false,
1057,,DOUG-2,"10",7,Leave comment,Dead standing,,,,false,false,
1058,,DOUG-2,"6",2,Leave comment,Rhamnus cathartica,,,,false,false,
1059,,DOUG-2,"5",4,Leave comment,Rhamnus cathartica,,,,false,false,
1060,,DOUG-2,"4",3,Leave comment,Dead standing,,,,false,false,
1061,,DOUG-2,"20",15,Leave comment,Dead standing,,,,false,false,
1062,,DOUG-2,"10",4,Leave comment,Rhamnus cathartica,,,,false,false,
1063,,DOUG-2,"4",2.5,Leave comment,Frangula alnus,,,,false,false,
1064,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
1065,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
1066,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
1067,,DOUG-2,"2",2,Leave comment,Rhamnus cathartica,,,,false,false,
1068,,UDEM-2,"15",10,Acer saccharinum,,,,,false,false,
1069,,UDEM-2,"5",5,Acer negundo,,,,,false,false,
1070,,UDEM-2,"17",7,Acer negundo,,,,,false,false,
1071,,UDEM-2,"3",3,Ulmus americana,,,,,false,false,
1072,,UDEM-2,"2",4,Fraxinus pennsylvanica,,,,,false,false,
1073,,UDEM-2,"7,10,5,5,7,7,5,7,8",2,Leave comment,Dead standing,,,,false,false,
1074,,UDEM-2,"8,8",4,Tilia cordata,,,,,false,false,
1075,,UDEM-2,"8",3,Acer negundo,,,,,false,false,
1076,,UDEM-2,"5",2,Acer negundo,,,,,false,false,
1077,,UDEM-2,"2",2,Prunus americana,,,,,false,false,
1078,,UDEM-2,"10,7",7,Acer saccharum,,,,,false,false,
1079,,UDEM-2,"15",5,Leave comment,Dead standing,,,,false,false,
1080,,UDEM-2,"20",8,Acer saccharum,,,,,false,false,
1081,,UDEM-2,"4",3,Acer saccharum,,,,,false,false,
1082,,UDEM-2,"10",7,Acer saccharum,,,,,false,false,
1083,,UDEM-2,"4",3,Acer saccharum,,,,,false,false,
1084,,UDEM-2,"20",2,Leave comment,Euonymus alatus,,,,false,false,
1085,,UDEM-2,"10",2,Leave comment,Euonymus alatus,,,,false,false,
1086,,UDEM-2,"15",2.5,Leave comment,Euonymus alatus,,,,false,false,
1087,,UDEM-2,"10",2,Leave comment,Euonymus alatus,,,,false,false,
1088,,UDEM-2,"10",2,Leave comment,Euonymus alatus,,,,false,false,
1089,,UDEM-2,"10",2,Leave comment,Euonymus alatus,,,,false,false,
1090,,UDEM-2,"10",7,Acer negundo,,,,,false,false,
1091,,UDEM-2,"10",6,Acer saccharum,,,,,false,false,
1092,,UDEM-2,"25",10,Populus deltoides,,,,,false,false,
1093,,UDEM-2,"15",10,Acer negundo,,,,,false,false,
1094,,UDEM-2,"15,20,12,10,15,10",10,Acer negundo,,,,,false,false,
1095,,UDEM-2,"5,7",4,Leave comment,Dead standing,,,,false,false,
1096,,UDEM-2,"10",2,Acer negundo,,,,,false,false,
1097,,UDEM-2,"5",5,Acer saccharum,,,,,false,false,
1098,,UDEM-2,"3",3,Fraxinus pennsylvanica,,,,,false,false,
1099,,UDEM-2,"15,10,15",8,Acer negundo,,,,,false,false,
1100,,UDEM-2,"10,15",10,Acer negundo,,,,,false,false,
1101,,UDEM-2,"7",5,Acer saccharum,,,,,false,false,
1102,,UDEM-2,"15,10",10,Acer negundo,,,,,false,false,
1103,,UDEM-2,"2",2.5,Amelanchier canadensis,,,,,false,false,
1104,,UDEM-2,"3",3,Acer rubrum,,,,,false,false,
1105,,UDEM-2,"10",7,Acer negundo,,,,,false,false,
1106,,UDEM-2,"25,15,20",15,Acer negundo,,,,,false,false,
1107,,UDEM-2,"15,20,20",15,Acer negundo,,,,,false,false,
1108,,UDEM-2,"15",15,Acer negundo,,,,,false,false,
1109,,UDEM-2,"10,25",15,Acer negundo,,,,,false,false,
1110,,UDEM-2,"10,20",15,Acer negundo,,,,,false,false,
1111,,UDEM-2,"10,25,20,20",15,Acer negundo,,,,,false,false,
1112,,UDEM-2,"35",15,Acer platanoides,,,,,false,false,
1113,,UDEM-2,"20,20",15,Acer negundo,,,,,false,false,
1114,,UDEM-2,"8",10,Acer saccharum,,,,,false,false,
1115,,UDEM-2,"8",10,Acer saccharum,,,,,false,false,
1116,,UDEM-2,"7",5,Acer negundo,,,,,false,false,
1117,,UDEM-2,"25,20,15,8",5,Acer negundo,,,,,false,false,
1118,,UDEM-2,"2",2,Leave comment,Dead standing,,,,false,false,
1119,,UDEM-2,"15",10,Acer negundo,,,,,false,false,
1120,,UDEM-2,"15,10,20,20",15,Acer negundo,,,,,false,false,
1121,,UDEM-2,"8,5",6,Acer saccharum,,,,,false,false,
1122,,UDEM-2,"35,27",20,Acer negundo,,,,,false,false,
1123,,UDEM-2,"8,8",6,Acer saccharum,,,,,false,false,
1124,,UDEM-2,"20,15",6,Acer negundo,,,,,false,false,
1125,,UDEM-2,"2",2,Leave comment,Dead standing,,,,false,false,
1126,,UDEM-2,"1",2,Acer saccharum,,,,,false,false,
1127,,UDEM-2,"30,10",15,Acer negundo,,,,,false,false,
1128,,UDEM-2,"30,30,30",15,Acer negundo,,,,,false,false,
1129,,UDEM-2,"15,20,15",15,Acer negundo,,,,,false,false,
