fid,idvegetal,projet,site,entiteadmi,reseau,noevenemen,typeevenem,annee,dateprevue,genre,nomespece,cultivar,dhs,hauteur,formatpot,lat,lon,Present,Site_1,dbh_2025,height2025,Comments,Measured_height,Measured_DBH
"103","84178",Université Concordia,Campus Loyola,côte-des-neiges-notre-dame-de-grâce,éducation,E2019-1423-26870400000,plantation,"2019",2019-11-07T19:00:00.000,Juglans,cinerea,,"35","200",10gal,"45.457877431","-73.634908616",Absent,LOYO-1,,,,,
"104","84197",Université Concordia,Campus Loyola,côte-des-neiges-notre-dame-de-grâce,éducation,E2019-1423-26870400000,plantation,"2019",2019-11-07T19:00:00.000,Carya,cordiformis,,"30","200",10gal,"45.45796648","-73.634670118",Present,LOYO-1,"2.2",4.2,,"1","1"
"105","84260",Université Concordia,Campus Loyola,côte-des-neiges-notre-dame-de-grâce,éducation,E2019-1423-26870400000,plantation,"2019",2019-11-07T19:00:00.000,Tsuga,canadensis,,"30","200",10gal,"45.458050297","-73.635093706",Absent,LOYO-1,,,,,
"106","84268",Université Concordia,Campus Loyola,côte-des-neiges-notre-dame-de-grâce,éducation,E2019-1423-26870400000,plantation,"2019",2019-11-07T19:00:00.000,Carpinus,caroliniana,,"30","175",racines nues,"45.4579534","-73.634521906",Absent,LOYO-1,,,,,
"107","84480",Université Concordia,Campus Loyola,côte-des-neiges-notre-dame-de-grâce,éducation,E2019-1423-26870400000,plantation,"2019",2019-11-07T19:00:00.000,Carya,cordiformis,,"30","200",10gal,"45.458074006","-73.634895004",Absent,LOYO-1,,,,,
"108","84516",Université Concordia,Campus Loyola,côte-des-neiges-notre-dame-de-grâce,éducation,E2019-1423-26870400000,plantation,"2019",2019-11-07T19:00:00.000,Quercus,rubra,,"35","300",10gal,"45.45809334","-73.634960908",Present,LOYO-1,"3.8",2.6,,"1","1"
"238","141589",Université Concordia,Campus Loyola,côte-des-neiges-notre-dame-de-grâce,éducation,AY121,plantation,"2024",2024-10-01T24:00:00.000,Prunus,pensylvanica,,,"125",1g,"45.4578837","-73.634459369",Absent,LOYO-1,,,,,
"925","75523",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,E2019-49-11145600000,plantation,"2019",2019-05-09T20:00:00.000,Tilia,americana,,"50","0",panier de broche,"45.503588144","-73.618279651",,UDEM-1,,,,,
"926","94864",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.50633","-73.61412",,UDEM-2,,,,,
"927","95158",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,rubrum,ARMSTRONG,"0","275",5g,"45.50633","-73.61416",,UDEM-2,,,,,
"928","95211",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.5062","-73.61387",,UDEM-2,,,,,
"929","95300",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Tilia,americana,,"0","180",3g,"45.50575","-73.61398",,UDEM-2,,,,,
"930","95849",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Amelanchier,grandiflora,AUTUMN BRILLANCE,"0","175",3g,"45.50613","-73.61431",,UDEM-2,,,,,
"931","98306",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.50633","-73.61417",,UDEM-2,,,,,
"932","98866",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,tataricum,,"0","225",5g,"45.50652","-73.61414",,UDEM-2,,,,,
"933","99049",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,tataricum,,"0","225",5g,"45.50621","-73.6143",,UDEM-2,,,,,
"934","99443",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.50579","-73.61402",,UDEM-2,,,,,
"935","99525",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Tilia,americana,,"0","180",3g,"45.5058","-73.61391",,UDEM-2,,,,,
"936","99594",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.5061","-73.61378",,UDEM-2,,,,,
"937","99723",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.50606","-73.61406",,UDEM-2,,,,,
"938","100993",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.50612","-73.61407",,UDEM-2,,,,,
"939","100994",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Tilia,americana,,"0","180",3g,"45.50638","-73.61414",,UDEM-2,,,,,
"940","101431",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Amelanchier,laevis,SPRING FLURRY,"0","210",7g,"45.50585","-73.6136",,UDEM-2,,,,,
"941","101942",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.50612","-73.61404",,UDEM-2,,,,,
"942","102264",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Amelanchier,grandiflora,AUTUMN BRILLANCE,"0","175",3g,"45.50617","-73.61376",,UDEM-2,,,,,
"943","102431",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.50573","-73.61396",,UDEM-2,,,,,
"944","102736",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,saccharinum,,"0","180",3g,"45.50636","-73.61418",,UDEM-2,,,,,
"945","103328",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Tilia,americana,,"0","180",3g,"45.50646","-73.61416",,UDEM-2,,,,,
"946","103354",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Amelanchier,grandiflora,AUTUMN BRILLANCE,"0","175",3g,"45.5062","-73.61428",,UDEM-2,,,,,
"947","103543",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Amelanchier,grandiflora,AUTUMN BRILLANCE,"0","175",3g,"45.50613","-73.61378",,UDEM-2,,,,,
"948","103547",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Tilia,americana,,"0","180",3g,"45.50615","-73.61381",,UDEM-2,,,,,
"949","103556",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Tilia,americana,,"0","180",3g,"45.50572","-73.61379",,UDEM-2,,,,,
"950","104272",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-23241600000,plantation,"2017",2017-09-26T20:00:00.000,Acer,ginnala,,"0","185","3","45.506416667","-73.614055556",,UDEM-2,,,,,
"951","104294",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Acer,tataricum,,"0","225",5g,"45.50602","-73.61404",,UDEM-2,,,,,
"952","104596",UdeM,UdeM,côte-des-neiges-notre-dame-de-grâce,éducation,E2017-2387-11750400000,plantation,"2017",2017-05-16T20:00:00.000,Tilia,americana,,"0","180",3g,"45.50594","-73.61369",,UDEM-2,,,,,
"953","20176",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Amelanchier,laevis,,"30","300",7g,"45.506211826","-73.613902583",,UDEM-2,,,,,
"954","20810",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Amelanchier,laevis,,"30","300",7g,"45.506229921","-73.613848766",,UDEM-2,,,,,
"955","20851",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Betula,populifolia,,"30","350",7g,"45.50622778","-73.613835746",,UDEM-2,,,,,
"956","20917",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Crataegus,crus-galli,INERMIS,"30","175",7g,"45.506364779","-73.614019226",,UDEM-2,,,,,
"957","20919",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Malus,domestica,CORTLAND,"20","175",7g,"45.506297069","-73.613387444",,UDEM-2,,,,,
"958","21106",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Populus,deltoides,SIOUXLAND,"30","200",5gal,"45.506448848","-73.614035424",,UDEM-2,,,,,
"959","22242",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Betula,populifolia,,"30","350",7g,"45.506208178","-73.613808762",,UDEM-2,,,,,
"960","22554",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Larix,laricina,,"25","175",7g,"45.506140742","-73.613689299",,UDEM-2,,,,,
"961","23779",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Quercus,rubra,,"30","300",25gal,"45.50612517","-73.613661129",,UDEM-2,,,,,
"962","23865",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Larix,laricina,,"25","175",7g,"45.506160539","-73.61367523",,UDEM-2,,,,,
"963","25769",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Quercus,rubra,,"30","300",25gal,"45.506350302","-73.613869168",,UDEM-2,,,,,
"964","26260",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Malus,domestica,CORTLAND,"20","175",7g,"45.50631129","-73.613353191",,UDEM-2,,,,,
"965","26397",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Larix,laricina,,"25","175",7g,"45.506394837","-73.613873752",,UDEM-2,,,,,
"966","27035",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Ostrya,virginiana,,"35","300",15gal,"45.506369853","-73.613687781",,UDEM-2,,,,,
"967","27916",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Malus,sp.,,"20","175",5gal,"45.506399193","-73.613538254",,UDEM-2,,,,,
"968","27942",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Quercus,macrocarpa,,"40","200",15gal,"45.506197298","-73.614006457",,UDEM-2,,,,,
"969","28794",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-09-26T20:00:00.000,Malus,domestica,CORTLAND,"20","175",5gal,"45.505876062","-73.613346526",,UDEM-2,,,,,
"970","29062",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Prunus,virginiana,,"25","175",5gal,"45.506310564","-73.613708085",,UDEM-2,,,,,
"971","30182",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Malus,sp.,,"20","175",5gal,"45.506403601","-73.61356387",,UDEM-2,,,,,
"972","30190",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Tilia,americana,REDMOND,"45","200",20gal,"45.506304719","-73.613931164",,UDEM-2,,,,,
"973","30275",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Betula,populifolia,,"30","350",7g,"45.506265254","-73.613744574",,UDEM-2,,,,,
"974","30755",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Prunus,serotina,,"30","250",5gal,"45.506197928","-73.613823682",,UDEM-2,,,,,
"975","31392",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Prunus,virginiana,,"25","175",5gal,"45.506420582","-73.613898063",,UDEM-2,,,,,
"976","31459",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Tilia,americana,REDMOND,"50","300",20gal,"45.506369732","-73.613897526",,UDEM-2,,,,,
"977","33513",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Amelanchier,canadensis,,"30","300",10g,"45.506301116","-73.614008684",,UDEM-2,,,,,
"978","33576",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Malus,domestica,CORTLAND,"20","175",7g,"45.506328266","-73.613420122",,UDEM-2,,,,,
"979","34828",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Amelanchier,laevis,,"30","300",7g,"45.506248701","-73.613841768",,UDEM-2,,,,,
"980","35418",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Prunus,serotina,,"30","250",5gal,"45.506177116","-73.613879413",,UDEM-2,,,,,
"981","35950",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Prunus,virginiana,,"25","175",5gal,"45.506306868","-73.613760153",,UDEM-2,,,,,
"982","36167",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Prunus,virginiana,,"25","175",5gal,"45.50642409","-73.613895133",,UDEM-2,,,,,
"983","37664",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Prunus,serotina,,"30","250",5gal,"45.506165634","-73.613881043",,UDEM-2,,,,,
"984","37977",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Prunus,virginiana,,"25","175",5gal,"45.50632315","-73.61373291",,UDEM-2,,,,,
"985","38084",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Tilia,americana,REDMOND,"45","200",20gal,"45.506271867","-73.614078993",,UDEM-2,,,,,
"986","39672",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Amelanchier,canadensis,,"30","300",10g,"45.506287612","-73.6139916",,UDEM-2,,,,,
"987","39707",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Populus,deltoides,SIOUXLAND,"30","200",5gal,"45.506323461","-73.614088567",,UDEM-2,,,,,
"988","40503",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Acer,saccharum,,"30","200",7g,"45.506136696","-73.613811193",,UDEM-2,,,,,
"989","40833",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Celtis,occidentalis,,"35","200",15gal,"45.506398491","-73.614075077",,UDEM-2,,,,,
"990","41603",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Viburnum,lentago,,"30","200",10g,"45.50624694","-73.613822734",,UDEM-2,,,,,
"991","41680",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Amelanchier,canadensis,,"30","300",10g,"45.506274769","-73.614033609",,UDEM-2,,,,,
"992","42393",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Malus,sp.,,"20","175",5gal,"45.506425236","-73.61360082",,UDEM-2,,,,,
"993","42552",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,Planté 21-22 -787,plantation,"2022",2022-10-25T20:00:00.000,Acer,saccharum,,"30","200",7g,"45.506191823","-73.613687892",,UDEM-2,,,,,
"994","43756",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,E2021-49-11145600000,plantation,"2021",2021-05-09T20:00:00.000,Prunus,americana,TOKA,"0","175",5gal,"45.505973561","-73.613672753",,UDEM-2,,,,,
"995","43811",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,E2021-49-11145600000,plantation,"2021",2021-05-09T20:00:00.000,Pyrus,communis,COMICE,"0","175",5gal,"45.505875358","-73.613639952",,UDEM-2,,,,,
"996","48334",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,E2021-49-11145600000,plantation,"2021",2021-05-09T20:00:00.000,Larix,laricina,,"0","200",3g,"45.506052748","-73.613875832",,UDEM-2,,,,,
"997","50021",Université de Montréal,Université de Montréal,côte-des-neiges-notre-dame-de-grâce,éducation,E2021-49-22032000000,plantation,"2021",2021-09-12T20:00:00.000,Ostrya,virginiana,,"0","200",5gal,"45.506210237","-73.613879117",,UDEM-2,,,,,
