fid,idvegetal,projet,site,entiteadmi,reseau,noevenemen,typeevenem,annee,dateprevue,genre,nomespece,cultivar,dhs,hauteur,formatpot,lat,lon,Present,Site_1,dbh_2025,height2025,Comments,Measured_height,Measured_DBH
"1186","9527",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","150",racines nues,"45.624219196","-73.613175655",,HRDP-2,,,,,
"1187","9557",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.624496629","-73.613778448",,HRDP-2,,,,,
"1188","9620",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,alba,TRISTIS,"30","275",5g,"45.624574977","-73.613847926",,HRDP-2,,,,,
"1189","9735",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","200",7g,"45.624656693","-73.613617165",,HRDP-2,,,,,
"1190","10049",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","200",7g,"45.624627022","-73.613341235",,HRDP-2,,,,,
"1191","10086",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.62458817","-73.613684854",,HRDP-2,,,,,
"1192","10087",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624504871","-73.613727556",,HRDP-2,,,,,
"1193","10174",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624202378","-73.613745185",,HRDP-2,,,,,
"1194","10207",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Picea,omorika,,"30","100",10g,"45.62449805","-73.613610106",,HRDP-2,,,,,
"1195","10236",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.6242627","-73.613696682",,HRDP-2,,,,,
"1196","10243",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624580954","-73.613885114",,HRDP-2,,,,,
"1197","10331",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Carpinus,caroliniana,,"30","275",10g,"45.624453343","-73.613875674",,HRDP-2,,,,,
"1198","10351",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Picea,omorika,,"30","100",10g,"45.624448677","-73.613686671",,HRDP-2,,,,,
"1199","10394",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624245474","-73.613756687",,HRDP-2,,,,,
"1200","10554",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Picea,omorika,,"30","100",10g,"45.624395891","-73.613676347",,HRDP-2,,,,,
"1201","10693",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Ulmus,americana,,"30","275",10g,"45.624172783","-73.613981678",,HRDP-2,,,,,
"1202","10694",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,saccharum,,"20","175",5g,"45.624375955","-73.613683949",,HRDP-2,,,,,
"1203","10719",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624394647","-73.613865951",,HRDP-2,,,,,
"1204","10753",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.624331086","-73.614010642",,HRDP-2,,,,,
"1205","10791",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,saccharinum,,"30","275",10g,"45.62421694","-73.613998871",,HRDP-2,,,,,
"1206","10843",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624531719","-73.613254878",,HRDP-2,,,,,
"1207","10924",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Ulmus,americana,,"30","275",10g,"45.624138339","-73.613711271",,HRDP-2,,,,,
"1208","10953",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","250",10g,"45.624125542","-73.613793316",,HRDP-2,,,,,
"1209","10978",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624333986","-73.613560247",,HRDP-2,,,,,
"1210","11033",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.62440828","-73.613185835",,HRDP-2,,,,,
"1211","11083",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624347764","-73.613733953",,HRDP-2,,,,,
"1212","11200",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624422768","-73.613871864",,HRDP-2,,,,,
"1213","11234",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624320324","-73.613279781",,HRDP-2,,,,,
"1214","11385",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.62421147","-73.613661658",,HRDP-2,,,,,
"1215","11417",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,saccharum,,"20","175",5g,"45.624287691","-73.61389963",,HRDP-2,,,,,
"1216","11430",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,saccharinum,,"30","275",10g,"45.624152638","-73.613944114",,HRDP-2,,,,,
"1217","11479",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624392876","-73.613706603",,HRDP-2,,,,,
"1218","11509",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Ulmus,americana,,"30","275",10g,"45.624102784","-73.613860125",,HRDP-2,,,,,
"1219","11648",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","275",10g,"45.624725432","-73.613460926",,HRDP-2,,,,,
"1220","11664",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","200",7g,"45.624662279","-73.613722586",,HRDP-2,,,,,
"1221","11754",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.624128108","-73.613923783",,HRDP-2,,,,,
"1222","11831",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624415201","-73.613946599",,HRDP-2,,,,,
"1223","11845",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Picea,omorika,,"30","100",10g,"45.624514903","-73.61394867",,HRDP-2,,,,,
"1224","11863",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.62415912","-73.613652309",,HRDP-2,,,,,
"1225","11899",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.62418552","-73.613901347",,HRDP-2,,,,,
"1226","11947",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624114363","-73.613646062",,HRDP-2,,,,,
"1227","12031",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624114442","-73.613399447",,HRDP-2,,,,,
"1228","12039",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","200",7g,"45.624346824","-73.613797434",,HRDP-2,,,,,
"1229","12058",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","200",7g,"45.624485545","-73.613213754",,HRDP-2,,,,,
"1230","12103",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,rubrum,RED SUNSET,"30","250",10g,"45.624339944","-73.613902627",,HRDP-2,,,,,
"1231","12208",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"45","250",10g,"45.6243541","-73.613758334",,HRDP-2,,,,,
"1232","12247",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624094177","-73.613512705",,HRDP-2,,,,,
"1233","12330",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624347022","-73.613864414",,HRDP-2,,,,,
"1234","12333",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.624212931","-73.613932224",,HRDP-2,,,,,
"1235","12380",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","150",racines nues,"45.624079745","-73.612962329",,HRDP-2,,,,,
"1236","12462",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,populifolia,,"25","225",2g,"45.624280976","-73.613822249",,HRDP-2,,,,,
"1237","12511",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Picea,omorika,,"30","100",10g,"45.624253543","-73.613993481",,HRDP-2,,,,,
"1238","12543",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624305922","-73.61396122",,HRDP-2,,,,,
"1239","12683",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624436095","-73.613837005",,HRDP-2,,,,,
"1240","12755",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.624304914","-73.613622809",,HRDP-2,,,,,
"1241","12821",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Carpinus,caroliniana,,"30","275",10g,"45.624355324","-73.614001832",,HRDP-2,,,,,
"1242","12829",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624028279","-73.613492818",,HRDP-2,,,,,
"1243","12985",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624221492","-73.613860482",,HRDP-2,,,,,
"1244","13020",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Populus,deltoides,SIOUXLAND,"25","200",7g,"45.62424968","-73.613952298",,HRDP-2,,,,,
"1245","13135",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,saccharum,,"20","175",5g,"45.624250966","-73.613728111",,HRDP-2,,,,,
"1246","13217",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Picea,omorika,,"30","100",10g,"45.624285531","-73.614033315",,HRDP-2,,,,,
"1247","13220",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624502703","-73.613919021",,HRDP-2,,,,,
"1248","13309",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.624158375","-73.613761985",,HRDP-2,,,,,
"1249","13328",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624230461","-73.613483528",,HRDP-2,,,,,
"1250","13374",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624259809","-73.613516056",,HRDP-2,,,,,
"1251","13383",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,populifolia,,"25","225",2g,"45.624223442","-73.613816992",,HRDP-2,,,,,
"1252","13438",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"25","200",3g,"45.624262503","-73.613815478",,HRDP-2,,,,,
"1253","13471",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624102559","-73.613738605",,HRDP-2,,,,,
"1254","13487",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","200",7g,"45.624180845","-73.613335417",,HRDP-2,,,,,
"1255","13509",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624665081","-73.613553875",,HRDP-2,,,,,
"1256","13510",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.623960765","-73.613778616",,HRDP-2,,,,,
"1257","13601",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624199935","-73.61379673",,HRDP-2,,,,,
"1258","13610",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624573504","-73.613536083",,HRDP-2,,,,,
"1259","13612",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,saccharum,,"20","175",5g,"45.624334198","-73.613611293",,HRDP-2,,,,,
"1260","13663",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,rubra,,"30","200",7g,"45.624096289","-73.613943864",,HRDP-2,,,,,
"1261","13942",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,rubra,,"30","200",7g,"45.62424252","-73.613799245",,HRDP-2,,,,,
"1262","13993",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624308309","-73.613788758",,HRDP-2,,,,,
"1263","14009",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,rubrum,,"30","300",7g,"45.624410336","-73.613647606",,HRDP-2,,,,,
"1264","14036",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Ulmus,americana,,"30","275",10g,"45.62400772","-73.61380085",,HRDP-2,,,,,
"1265","14094",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624363059","-73.613201627",,HRDP-2,,,,,
"1266","14113",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624048544","-73.613586284",,HRDP-2,,,,,
"1267","14141",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Cercidiphyllum,japonicum,,"30","275",racines nues,"45.624601113","-73.613870381",,HRDP-2,,,,,
"1268","14155",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Celtis,occidentalis,,"25","200",7g,"45.624153448","-73.613986168",,HRDP-2,,,,,
"1269","14231",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624454464","-73.61376627",,HRDP-2,,,,,
"1270","14254",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Celtis,occidentalis,,"25","200",7g,"45.624204163","-73.613966081",,HRDP-2,,,,,
"1271","14283",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,populifolia,,"25","225",2g,"45.624317857","-73.613754218",,HRDP-2,,,,,
"1272","14287",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624406851","-73.613828223",,HRDP-2,,,,,
"1273","14313",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","275",10g,"45.624435229","-73.613922084",,HRDP-2,,,,,
"1274","14326",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,saccharum,,"20","175",5g,"45.623965334","-73.613088146",,HRDP-2,,,,,
"1275","14360",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,rubrum,RED SUNSET,"30","250",15gal,"45.624149288","-73.61389053",,HRDP-2,,,,,
"1276","14512",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624482201","-73.613872991",,HRDP-2,,,,,
"1277","14527",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624383383","-73.613989599",,HRDP-2,,,,,
"1278","14546",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624183867","-73.61347012",,HRDP-2,,,,,
"1279","14554",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624349568","-73.613251091",,HRDP-2,,,,,
"1280","14594",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Carpinus,caroliniana,,"30","275",10g,"45.624278369","-73.61395062",,HRDP-2,,,,,
"1281","14676",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Cladrastis,lutea,,"25","250",7g,"45.624144854","-73.613801245",,HRDP-2,,,,,
"1282","14691",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.623974728","-73.613550096",,HRDP-2,,,,,
"1283","14739",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,rubra,,"30","200",7g,"45.624223527","-73.613725663",,HRDP-2,,,,,
"1284","14767",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","250",10g,"45.624044331","-73.613642465",,HRDP-2,,,,,
